evaluator,generator,dataset,distance,performance,n_samples
ll-3.1-70b,haiku-3.5,bigcodebench,35,0.19,100
ll-3.1-405b,haiku-3.5,bigcodebench,-13,0.17,100
qwen-2.5-72b,haiku-3.5,bigcodebench,32,0.4,100
qwen-3.0-80b,haiku-3.5,bigcodebench,-79,0.26,100
deepseek-3.1,haiku-3.5,bigcodebench,-96,0.26,100
kimi-k2,haiku-3.5,bigcodebench,-100,0.27,100
gpt-oss-120b-thinking,sonnet-4.5,bigcodebench,88,0.81,100
opus-4.1-thinking,sonnet-4.5,bigcodebench,1,0.93,100
gemini-2.5-pro-thinking,sonnet-4.5,bigcodebench,-3,0.02,100
qwen-3.0-80b-thinking,sonnet-4.5,bigcodebench,77,0.1351351351351351,100
deepseek-r1-thinking,sonnet-4.5,bigcodebench,24,0.1294117647058823,100
kimi-k2-thinking,sonnet-4.5,bigcodebench,13,0.3181818181818182,100
gpt-4o-mini,sonnet-4.5,bigcodebench,139,0.04,100
gpt-4.1-mini,sonnet-4.5,bigcodebench,67,0.0,100
gpt-4o,sonnet-4.5,bigcodebench,5,0.14,100
gpt-4.1,sonnet-4.5,bigcodebench,34,0.23,100
haiku-3.5,sonnet-4.5,bigcodebench,125,0.66,100
sonnet-4.5,sonnet-4.5,bigcodebench,0,0.52,100
opus-4.1,sonnet-4.5,bigcodebench,2,0.86,100
gemini-2.0-flash-lite,sonnet-4.5,bigcodebench,89,0.01,100
gemini-2.0-flash,sonnet-4.5,bigcodebench,83,0.13,100
ll-3.1-8b,sonnet-4.5,bigcodebench,212,0.48,100
ll-3.1-70b,sonnet-4.5,bigcodebench,160,0.12,100
ll-3.1-405b,sonnet-4.5,bigcodebench,112,0.05,100
qwen-2.5-72b,sonnet-4.5,bigcodebench,157,0.28,100
qwen-3.0-80b,sonnet-4.5,bigcodebench,46,0.18,100
deepseek-3.1,sonnet-4.5,bigcodebench,29,0.29,100
kimi-k2,sonnet-4.5,bigcodebench,25,0.31,100
gpt-oss-120b-thinking,opus-4.1,bigcodebench,86,0.79,100
opus-4.1-thinking,opus-4.1,bigcodebench,-1,0.93,100
gemini-2.5-pro-thinking,opus-4.1,bigcodebench,-5,0.04,100
qwen-3.0-80b-thinking,opus-4.1,bigcodebench,75,0.1785714285714285,100
deepseek-r1-thinking,opus-4.1,bigcodebench,22,0.2816901408450704,100
kimi-k2-thinking,opus-4.1,bigcodebench,11,0.3375,100
gpt-4o-mini,opus-4.1,bigcodebench,137,0.01,100
gpt-4.1-mini,opus-4.1,bigcodebench,65,0.04,100
gpt-4o,opus-4.1,bigcodebench,3,0.18,100
gpt-4.1,opus-4.1,bigcodebench,32,0.27,100
haiku-3.5,opus-4.1,bigcodebench,123,0.49,100
sonnet-4.5,opus-4.1,bigcodebench,-2,0.51,100
opus-4.1,opus-4.1,bigcodebench,0,0.06,100
gemini-2.0-flash-lite,opus-4.1,bigcodebench,87,0.02,100
gemini-2.0-flash,opus-4.1,bigcodebench,81,0.13,100
ll-3.1-8b,opus-4.1,bigcodebench,210,0.44,100
ll-3.1-70b,opus-4.1,bigcodebench,158,0.08,100
ll-3.1-405b,opus-4.1,bigcodebench,110,0.05,100
qwen-2.5-72b,opus-4.1,bigcodebench,155,0.28,100
qwen-3.0-80b,opus-4.1,bigcodebench,44,0.28,100
deepseek-3.1,opus-4.1,bigcodebench,27,0.26,100
kimi-k2,opus-4.1,bigcodebench,23,0.21,100
gpt-oss-120b-thinking,gemini-2.0-flash-lite,bigcodebench,-1,0.91,100
opus-4.1-thinking,gemini-2.0-flash-lite,bigcodebench,-88,0.91,100
gemini-2.5-pro-thinking,gemini-2.0-flash-lite,bigcodebench,-92,0.19,100
qwen-3.0-80b-thinking,gemini-2.0-flash-lite,bigcodebench,-12,0.3333333333333332,100
deepseek-r1-thinking,gemini-2.0-flash-lite,bigcodebench,-65,0.4516129032258064,100
kimi-k2-thinking,gemini-2.0-flash-lite,bigcodebench,-76,0.4918032786885246,100
gpt-4o-mini,gemini-2.0-flash-lite,bigcodebench,50,0.04,100
gpt-4.1-mini,gemini-2.0-flash-lite,bigcodebench,-22,0.08,100
gpt-4o,gemini-2.0-flash-lite,bigcodebench,-84,0.15,100
gpt-4.1,gemini-2.0-flash-lite,bigcodebench,-55,0.37,100
haiku-3.5,gemini-2.0-flash-lite,bigcodebench,36,0.55,100
sonnet-4.5,gemini-2.0-flash-lite,bigcodebench,-89,0.58,100
opus-4.1,gemini-2.0-flash-lite,bigcodebench,-87,0.87,100
gemini-2.0-flash-lite,gemini-2.0-flash-lite,bigcodebench,0,0.97,100
gemini-2.0-flash,gemini-2.0-flash-lite,bigcodebench,-6,0.25,100
ll-3.1-8b,gemini-2.0-flash-lite,bigcodebench,123,0.57,100
ll-3.1-70b,gemini-2.0-flash-lite,bigcodebench,71,0.25,100
ll-3.1-405b,gemini-2.0-flash-lite,bigcodebench,23,0.12,100
qwen-2.5-72b,gemini-2.0-flash-lite,bigcodebench,68,0.09,100
qwen-3.0-80b,gemini-2.0-flash-lite,bigcodebench,-43,0.12,100
deepseek-3.1,gemini-2.0-flash-lite,bigcodebench,-60,0.42,100
kimi-k2,gemini-2.0-flash-lite,bigcodebench,-64,0.44,100
gpt-oss-120b-thinking,gemini-2.0-flash,bigcodebench,5,0.93,100
opus-4.1-thinking,gemini-2.0-flash,bigcodebench,-82,0.89,100
gemini-2.5-pro-thinking,gemini-2.0-flash,bigcodebench,-86,0.13,100
qwen-3.0-80b-thinking,gemini-2.0-flash,bigcodebench,-6,0.2,100
deepseek-r1-thinking,gemini-2.0-flash,bigcodebench,-59,0.4666666666666666,100
kimi-k2-thinking,gemini-2.0-flash,bigcodebench,-70,0.4444444444444444,100
gpt-4o-mini,gemini-2.0-flash,bigcodebench,56,0.02,100
gpt-4.1-mini,gemini-2.0-flash,bigcodebench,-16,0.07,100
gpt-4o,gemini-2.0-flash,bigcodebench,-78,0.07,100
gpt-4.1,gemini-2.0-flash,bigcodebench,-49,0.3,100
haiku-3.5,gemini-2.0-flash,bigcodebench,42,0.53,100
sonnet-4.5,gemini-2.0-flash,bigcodebench,-83,0.55,100
opus-4.1,gemini-2.0-flash,bigcodebench,-81,0.8,100
gemini-2.0-flash-lite,gemini-2.0-flash,bigcodebench,6,0.02,100
gemini-2.0-flash,gemini-2.0-flash,bigcodebench,0,0.88,100
ll-3.1-8b,gemini-2.0-flash,bigcodebench,129,0.59,100
ll-3.1-70b,gemini-2.0-flash,bigcodebench,77,0.26,100
ll-3.1-405b,gemini-2.0-flash,bigcodebench,29,0.15,100
qwen-2.5-72b,gemini-2.0-flash,bigcodebench,74,0.1,100
qwen-3.0-80b,gemini-2.0-flash,bigcodebench,-37,0.13,100
deepseek-3.1,gemini-2.0-flash,bigcodebench,-54,0.43,100
kimi-k2,gemini-2.0-flash,bigcodebench,-58,0.4,100
gpt-oss-120b-thinking,ll-3.1-8b,bigcodebench,-124,0.9595959595959596,100
opus-4.1-thinking,ll-3.1-8b,bigcodebench,-211,0.99,100
gemini-2.5-pro-thinking,ll-3.1-8b,bigcodebench,-215,0.57,100
qwen-3.0-80b-thinking,ll-3.1-8b,bigcodebench,-135,0.6764705882352942,100
deepseek-r1-thinking,ll-3.1-8b,bigcodebench,-188,0.7763157894736843,100
kimi-k2-thinking,ll-3.1-8b,bigcodebench,-199,0.8,100
gpt-4o-mini,ll-3.1-8b,bigcodebench,-73,0.19,100
gpt-4.1-mini,ll-3.1-8b,bigcodebench,-145,0.52,100
gpt-4o,ll-3.1-8b,bigcodebench,-207,0.42,100
gpt-4.1,ll-3.1-8b,bigcodebench,-178,0.8,100
haiku-3.5,ll-3.1-8b,bigcodebench,-87,0.57,100
sonnet-4.5,ll-3.1-8b,bigcodebench,-212,0.77,100
opus-4.1,ll-3.1-8b,bigcodebench,-210,0.99,100
gemini-2.0-flash-lite,ll-3.1-8b,bigcodebench,-123,0.14,100
gemini-2.0-flash,ll-3.1-8b,bigcodebench,-129,0.51,100
ll-3.1-8b,ll-3.1-8b,bigcodebench,0,0.51,100
ll-3.1-70b,ll-3.1-8b,bigcodebench,-52,0.69,100
ll-3.1-405b,ll-3.1-8b,bigcodebench,-100,0.53,100
qwen-2.5-72b,ll-3.1-8b,bigcodebench,-55,0.29,100
qwen-3.0-80b,ll-3.1-8b,bigcodebench,-166,0.6,100
deepseek-3.1,ll-3.1-8b,bigcodebench,-183,0.61,100
kimi-k2,ll-3.1-8b,bigcodebench,-187,0.56,100
gpt-oss-120b-thinking,ll-3.1-70b,bigcodebench,-72,0.95,100
opus-4.1-thinking,ll-3.1-70b,bigcodebench,-159,0.97,100
gemini-2.5-pro-thinking,ll-3.1-70b,bigcodebench,-163,0.22,100
qwen-3.0-80b-thinking,ll-3.1-70b,bigcodebench,-83,0.4571428571428571,100
deepseek-r1-thinking,ll-3.1-70b,bigcodebench,-136,0.5,100
kimi-k2-thinking,ll-3.1-70b,bigcodebench,-147,0.490566037735849,100
gpt-4o-mini,ll-3.1-70b,bigcodebench,-21,0.04,100
gpt-4.1-mini,ll-3.1-70b,bigcodebench,-93,0.13,100
gpt-4o,ll-3.1-70b,bigcodebench,-155,0.17,100
gpt-4.1,ll-3.1-70b,bigcodebench,-126,0.63,100
haiku-3.5,ll-3.1-70b,bigcodebench,-35,0.37,100
sonnet-4.5,ll-3.1-70b,bigcodebench,-160,0.6,100
opus-4.1,ll-3.1-70b,bigcodebench,-158,0.97,100
gemini-2.0-flash-lite,ll-3.1-70b,bigcodebench,-71,0.02,100
gemini-2.0-flash,ll-3.1-70b,bigcodebench,-77,0.34,100
ll-3.1-8b,ll-3.1-70b,bigcodebench,52,0.51,100
ll-3.1-70b,ll-3.1-70b,bigcodebench,0,0.46,100
ll-3.1-405b,ll-3.1-70b,bigcodebench,-48,0.25,100
qwen-2.5-72b,ll-3.1-70b,bigcodebench,-3,0.2,100
qwen-3.0-80b,ll-3.1-70b,bigcodebench,-114,0.47,100
deepseek-3.1,ll-3.1-70b,bigcodebench,-131,0.4,100
kimi-k2,ll-3.1-70b,bigcodebench,-135,0.38,100
gpt-oss-120b-thinking,ll-3.1-405b,bigcodebench,-24,0.93,100
opus-4.1-thinking,ll-3.1-405b,bigcodebench,-111,0.94,100
gemini-2.5-pro-thinking,ll-3.1-405b,bigcodebench,-115,0.13,100
qwen-3.0-80b-thinking,ll-3.1-405b,bigcodebench,-35,0.32,100
deepseek-r1-thinking,ll-3.1-405b,bigcodebench,-88,0.417910447761194,100
kimi-k2-thinking,ll-3.1-405b,bigcodebench,-99,0.6153846153846154,100
gpt-4o-mini,ll-3.1-405b,bigcodebench,27,0.0,100
gpt-4.1-mini,ll-3.1-405b,bigcodebench,-45,0.04,100
gpt-4o,ll-3.1-405b,bigcodebench,-107,0.18,100
gpt-4.1,ll-3.1-405b,bigcodebench,-78,0.58,100
haiku-3.5,ll-3.1-405b,bigcodebench,13,0.28,100
sonnet-4.5,ll-3.1-405b,bigcodebench,-112,0.53,100
opus-4.1,ll-3.1-405b,bigcodebench,-110,0.96,100
gemini-2.0-flash-lite,ll-3.1-405b,bigcodebench,-23,0.01,100
gemini-2.0-flash,ll-3.1-405b,bigcodebench,-29,0.27,100
ll-3.1-8b,ll-3.1-405b,bigcodebench,100,0.51,100
ll-3.1-70b,ll-3.1-405b,bigcodebench,48,0.42,100
ll-3.1-405b,ll-3.1-405b,bigcodebench,0,0.85,100
qwen-2.5-72b,ll-3.1-405b,bigcodebench,45,0.12,100
qwen-3.0-80b,ll-3.1-405b,bigcodebench,-66,0.44,100
deepseek-3.1,ll-3.1-405b,bigcodebench,-83,0.31,100
kimi-k2,ll-3.1-405b,bigcodebench,-87,0.24,100
gpt-oss-120b-thinking,qwen-2.5-72b,bigcodebench,-69,0.9292929292929292,100
opus-4.1-thinking,qwen-2.5-72b,bigcodebench,-156,0.99,100
gemini-2.5-pro-thinking,qwen-2.5-72b,bigcodebench,-160,0.33,100
qwen-3.0-80b-thinking,qwen-2.5-72b,bigcodebench,-80,0.4347826086956521,100
deepseek-r1-thinking,qwen-2.5-72b,bigcodebench,-133,0.4411764705882353,100
kimi-k2-thinking,qwen-2.5-72b,bigcodebench,-144,0.5217391304347826,100
gpt-4o-mini,qwen-2.5-72b,bigcodebench,-18,0.03,100
gpt-4.1-mini,qwen-2.5-72b,bigcodebench,-90,0.19,100
gpt-4o,qwen-2.5-72b,bigcodebench,-152,0.15,100
gpt-4.1,qwen-2.5-72b,bigcodebench,-123,0.63,100
haiku-3.5,qwen-2.5-72b,bigcodebench,-32,0.41,100
sonnet-4.5,qwen-2.5-72b,bigcodebench,-157,0.56,100
opus-4.1,qwen-2.5-72b,bigcodebench,-155,0.96,100
gemini-2.0-flash-lite,qwen-2.5-72b,bigcodebench,-68,0.05,100
gemini-2.0-flash,qwen-2.5-72b,bigcodebench,-74,0.3,100
ll-3.1-8b,qwen-2.5-72b,bigcodebench,55,0.5,100
ll-3.1-70b,qwen-2.5-72b,bigcodebench,3,0.4,100
ll-3.1-405b,qwen-2.5-72b,bigcodebench,-45,0.3,100
qwen-2.5-72b,qwen-2.5-72b,bigcodebench,0,0.97,100
qwen-3.0-80b,qwen-2.5-72b,bigcodebench,-111,0.35,100
deepseek-3.1,qwen-2.5-72b,bigcodebench,-128,0.31,100
kimi-k2,qwen-2.5-72b,bigcodebench,-132,0.36,100
gpt-oss-120b-thinking,qwen-3.0-80b,bigcodebench,42,0.9,100
opus-4.1-thinking,qwen-3.0-80b,bigcodebench,-45,0.89,100
gemini-2.5-pro-thinking,qwen-3.0-80b,bigcodebench,-49,0.09,100
qwen-3.0-80b-thinking,qwen-3.0-80b,bigcodebench,31,0.1428571428571428,100
deepseek-r1-thinking,qwen-3.0-80b,bigcodebench,-22,0.3333333333333332,100
kimi-k2-thinking,qwen-3.0-80b,bigcodebench,-33,0.4615384615384615,100
gpt-4o-mini,qwen-3.0-80b,bigcodebench,93,0.03,100
gpt-4.1-mini,qwen-3.0-80b,bigcodebench,21,0.04,100
gpt-4o,qwen-3.0-80b,bigcodebench,-41,0.08,100
gpt-4.1,qwen-3.0-80b,bigcodebench,-12,0.14,100
haiku-3.5,qwen-3.0-80b,bigcodebench,79,0.62,100
sonnet-4.5,qwen-3.0-80b,bigcodebench,-46,0.49,100
opus-4.1,qwen-3.0-80b,bigcodebench,-44,0.86,100
gemini-2.0-flash-lite,qwen-3.0-80b,bigcodebench,43,0.0,100
gemini-2.0-flash,qwen-3.0-80b,bigcodebench,37,0.23,100
ll-3.1-8b,qwen-3.0-80b,bigcodebench,166,0.6,100
ll-3.1-70b,qwen-3.0-80b,bigcodebench,114,0.14,100
ll-3.1-405b,qwen-3.0-80b,bigcodebench,66,0.05,100
qwen-2.5-72b,qwen-3.0-80b,bigcodebench,111,0.1,100
qwen-3.0-80b,qwen-3.0-80b,bigcodebench,0,0.96,100
deepseek-3.1,qwen-3.0-80b,bigcodebench,-17,0.32,100
kimi-k2,qwen-3.0-80b,bigcodebench,-21,0.47,100
gpt-oss-120b-thinking,deepseek-3.1,bigcodebench,59,0.93,100
opus-4.1-thinking,deepseek-3.1,bigcodebench,-28,0.81,100
gemini-2.5-pro-thinking,deepseek-3.1,bigcodebench,-32,0.06,100
qwen-3.0-80b-thinking,deepseek-3.1,bigcodebench,48,0.0952380952380952,100
deepseek-r1-thinking,deepseek-3.1,bigcodebench,-5,0.2459016393442623,100
kimi-k2-thinking,deepseek-3.1,bigcodebench,-16,0.5,100
gpt-4o-mini,deepseek-3.1,bigcodebench,110,0.07,100
gpt-4.1-mini,deepseek-3.1,bigcodebench,38,0.01,100
gpt-4o,deepseek-3.1,bigcodebench,-24,0.07,100
gpt-4.1,deepseek-3.1,bigcodebench,5,0.29,100
haiku-3.5,deepseek-3.1,bigcodebench,96,0.55,100
sonnet-4.5,deepseek-3.1,bigcodebench,-29,0.51,100
opus-4.1,deepseek-3.1,bigcodebench,-27,0.81,100
gemini-2.0-flash-lite,deepseek-3.1,bigcodebench,60,0.01,100
gemini-2.0-flash,deepseek-3.1,bigcodebench,54,0.23,100
ll-3.1-8b,deepseek-3.1,bigcodebench,183,0.61,100
ll-3.1-70b,deepseek-3.1,bigcodebench,131,0.22,100
ll-3.1-405b,deepseek-3.1,bigcodebench,83,0.12,100
qwen-2.5-72b,deepseek-3.1,bigcodebench,128,0.08,100
qwen-3.0-80b,deepseek-3.1,bigcodebench,17,0.06,100
deepseek-3.1,deepseek-3.1,bigcodebench,0,0.76,100
kimi-k2,deepseek-3.1,bigcodebench,-4,0.42,100
gpt-oss-120b-thinking,kimi-k2,bigcodebench,63,0.9,100
opus-4.1-thinking,kimi-k2,bigcodebench,-24,0.93,100
gemini-2.5-pro-thinking,kimi-k2,bigcodebench,-28,0.13,100
qwen-3.0-80b-thinking,kimi-k2,bigcodebench,52,0.073170731707317,100
deepseek-r1-thinking,kimi-k2,bigcodebench,-1,0.375,100
kimi-k2-thinking,kimi-k2,bigcodebench,-12,0.5084745762711864,100
gpt-4o-mini,kimi-k2,bigcodebench,114,0.03,100
gpt-4.1-mini,kimi-k2,bigcodebench,42,0.05,100
gpt-4o,kimi-k2,bigcodebench,-20,0.05,100
gpt-4.1,kimi-k2,bigcodebench,9,0.22,100
haiku-3.5,kimi-k2,bigcodebench,100,0.52,100
sonnet-4.5,kimi-k2,bigcodebench,-25,0.5,100
opus-4.1,kimi-k2,bigcodebench,-23,0.89,100
gemini-2.0-flash-lite,kimi-k2,bigcodebench,64,0.01,100
gemini-2.0-flash,kimi-k2,bigcodebench,58,0.2,100
ll-3.1-8b,kimi-k2,bigcodebench,187,0.59,100
ll-3.1-70b,kimi-k2,bigcodebench,135,0.22,100
ll-3.1-405b,kimi-k2,bigcodebench,87,0.1,100
qwen-2.5-72b,kimi-k2,bigcodebench,132,0.07,100
qwen-3.0-80b,kimi-k2,bigcodebench,21,0.12,100
deepseek-3.1,kimi-k2,bigcodebench,4,0.41,100
kimi-k2,kimi-k2,bigcodebench,0,0.6,100
